enzymes	genes	shortNames	MWs	subSystems	Std	HiT	LpH
Q6C0C8	YALI0F25817g	YALI0_F25817g	58.961	Other types of O-glycan biosynthesis // Various types of N-glycan biosynthesis	NaN	NaN	NaN
Q6C0D6	YALI0F25641g	YALI0_F25641g	38.05003	Biosynthesis of secondary metabolites // Cysteine and methionine metabolism	NaN	NaN	NaN
Q6C0G0	YALI0F25047g	YALI0_F25047g	35.83315	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Purine metabolism	NaN	1.02902254030511e-05	NaN
Q6C0G5	YALI0F24937g	YALI0_F24937g	37.25004	MAPK signaling pathway - yeast // Pentose and glucuronate interconversions // Propanoate metabolism // Pyruvate metabolism	NaN	NaN	NaN
Q6C0G7	YALI0F24893g	YALI0_F24893g	74.0953	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis	0.00438087407851939	0.00438087407851939	0.00438087407851939
Q6C0H4	YALI0F24673g	YALI0_F24673g	15.77327	Oxidative phosphorylation // Sulfur metabolism	0.000238745831586232	0.000312332554614569	0.000299834114136116
Q6C0I1	YALI0F24475g	YALI0_F24475g	16.55055	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	NaN	NaN	NaN
Q6C0K3	YALI0F23947g	YALI0_F23947g	40.96527	Amino sugar and nucleotide sugar metabolism // Galactose metabolism // Amino sugar and nucleotide sugar metabolism // Galactose metabolism // Amino sugar and nucleotide sugar metabolism // Galactose metabolism	NaN	1.54764093486012e-05	NaN
Q6C0K8	YALI0F23837g	YALI0_F23837g	33.03776	Glycerophospholipid metabolism	NaN	NaN	NaN
Q6C0L1	YALI0F23749g	YALI0_F23749g	45.34382	Lysine degradation	NaN	NaN	NaN
Q6C0L2	YALI0F23727g	COX10	51.18671	Biosynthesis of secondary metabolites // Oxidative phosphorylation // Porphyrin and chlorophyll metabolism	NaN	NaN	NaN
Q6C0L8	YALI0F23573g	YALI0_F23573g	147.13372	Inositol phosphate metabolism // Inositol phosphate metabolism	NaN	NaN	NaN
Q6C0M3	YALI0F23463g	YALI0_F23463g	37.68746	Purine metabolism	0.000557041493651361	0.000675957962193737	0.000668574792429787
Q6C0M4	YALI0F23441g	HER2	49.96925	Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN
Q6C0N2	YALI0F23243g	YALI0_F23243g	49.63932	Purine metabolism // Purine metabolism	NaN	NaN	NaN
Q6C0N3	YALI0F23221g	YALI0_F23221g	55.72615	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism // Vitamin B6 metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism // Vitamin B6 metabolism	0.00107190832136387	0.000602958724847488	0.000918517226776143
Q6C0P5	YALI0F22825g	YALI0_F22825g	43.95837	 	NaN	NaN	NaN
Q6C0P7	YALI0F22781g	YALI0_F22781g	37.68459	Pyrimidine metabolism // Pyrimidine metabolism	0.000213391197531925	0.000159492218971811	0.000178638453295583
Q6C0Q5	YALI0F22605g	YALI0_F22605g	15.41213	Purine metabolism	NaN	NaN	NaN
Q6C0Q9	YALI0F22517g	YALI0_F22517g	16.20127	Arginine and proline metabolism // Pyrimidine metabolism	NaN	NaN	NaN
Q6C0W4	YALI0F21197g	YALI0_F21197g	84.05806	Peroxisome	NaN	4.41050648789346e-05	NaN
Q6C0X8	YALI0F20900g	YALI0_F20900g	39.65529	Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis	NaN	NaN	NaN
Q6C0Y3	YALI0F20790g	YALI0_F20790g	37.52472	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	NaN	9.90581169603479e-05	0.000117311863900279
Q6C0Y7	YALI0F20702g	YALI0_F20702g	43.55816	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	0.00276193809281421	0.00118218891508117	0.00186534974289706
Q6C0Z3	YALI0F20570g	MCD4	104.11287	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	NaN	NaN	NaN
Q6C0Z6	YALI0F20504g	CCP1	37.64571	Sulfur metabolism	0.00138756748267677	0.00110859605828293	0.000851681269838592
Q6C104	YALI0F20328g	YALI0_F20328g	25.49165	Glycerophospholipid metabolism	NaN	NaN	NaN
Q6C105	YALI0F20306g	YALI0_F20306g	24.0022	Oxidative phosphorylation	0.00278538414576638	0.00263944480182096	0.002277859849641
Q6C109	YALI0F20218g	YALI0_F20218g	117.96301	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	0.00183942947621046	0.000826318490962376	0.00132037282087616
Q6C138	YALI0F19514g	YALI0_F19514g	59.11013	 	NaN	NaN	NaN
Q6C140	YALI0F19470g	YALI0_F19470g	43.60732	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	NaN	NaN	NaN
Q6C141	YALI0F19448g	DUT1	16.85676	Pyrimidine metabolism	NaN	NaN	NaN
Q6C158	YALI0F19052g	YALI0_F19052g	30.84244	Biosynthesis of secondary metabolites // Glycerophospholipid metabolism	NaN	NaN	NaN
Q6C177	YALI0F18590g	YALI0_F18590g	36.20259	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions // Glycerolipid metabolism	NaN	0.00051117906623787	0.000595372148055893
Q6C181	YALI0F18502g	YALI0_F18502g	78.77435	Starch and sucrose metabolism // Starch and sucrose metabolism	0.00059364777762411	0.000577472215545695	0.00129390518252566
Q6C1A9	YALI0F17820g	YALI0_F17820g	49.90492	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Nitrogen metabolism	0.00203600188208594	0.00139071660868601	0.0061884324703092
Q6C1B7	YALI0F17644g	YALI0_F17644g	49.00749	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	NaN	NaN	NaN
Q6C1E0	YALI0F17138g	DPH5	33.65587	 	NaN	1.1241261475636e-05	1.80978693788367e-05
Q6C1F3	YALI0F16819g	ENO	47.30567	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // RNA degradation // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // RNA degradation	0.00851868432997996	0.00824234178666524	0.00704921521764895
Q6C1F6	YALI0F16709g	YALI0_F16709g	61.76662	Folate biosynthesis // Thiamine metabolism	NaN	3.05542417346824e-05	NaN
Q6C1H2	YALI0F16291g	YALI0_F16291g	66.82408	Aminoacyl-tRNA biosynthesis	0.00158951513812907	0.000793370378390716	0.0010918844457898
Q6C1H5	YALI0F16181g	YALI0_F16181g	39.62227	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	NaN	0.000176775235320544	0.000178663592440476
Q6C1I4	YALI0F15983g	YALI0_F15983g	40.17154	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NaN	NaN	NaN
Q6C1K0	YALI0F15631g	YALI0_F15631g	25.43848	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	8.68247772118078e-05	4.17260948509317e-05	6.78912939325058e-05
Q6C1K2	YALI0F15587g	YALI0_F15587g	35.71854	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway	0.00352053708970751	0.00196436161165048	0.00194989649023342
Q6C1K9	YALI0F15345g	YALI0_F15345g	60.54606	Autophagy - yeast // Sphingolipid metabolism	NaN	NaN	NaN
Q6C1R8	YALI0F14025g	YALI0_F14025g	115.06355	Autophagy - yeast // Phosphatidylinositol signaling system // Autophagy - yeast // Phosphatidylinositol signaling system // Autophagy - yeast // Phosphatidylinositol signaling system // Autophagy - yeast // Phosphatidylinositol signaling system	NaN	NaN	NaN
Q6C1S2	YALI0F13937g	YALI0_F13937g	40.52585	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NaN	NaN	NaN
Q6C1T4	YALI0F13541g	IPP1	32.13989	Oxidative phosphorylation // Oxidative phosphorylation	0.000886913371998882	0.000901210455256503	0.000702336128094883
Q6C1T8	YALI0F13453g	YALI0_F13453g	38.19164	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism	0.000128260850115069	0.000596177961395422	0.000243952534194879
Q6C1X0	YALI0F12749g	YALI0_F12749g	42.13205	  //   //   //   //   //  	NaN	NaN	NaN
Q6C1X5	YALI0F12639g	ARO1	167.46359	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	0.00127120645381228	0.000792068659476121	0.00202686202766799
Q6C1Z1	YALI0F12199g	YALI0_F12199g	68.45598	Riboflavin metabolism	NaN	NaN	NaN
Q6C203	YALI0F11935g	YALI0_F11935g	24.09929	Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism	NaN	NaN	NaN
Q6C211	YALI0F11759g	YALI0_F11759g	49.02673	Cysteine and methionine metabolism	0.00390140687061687	0.00216443245058724	0.00366170334163907
Q6C216	YALI0F11649g	GPI18	40.72232	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	NaN	NaN	NaN
Q6C219	YALI0F11583g	YALI0_F11583g	35.29032	Longevity regulating pathway - multiple species // Nicotinate and nicotinamide metabolism	NaN	NaN	NaN
Q6C231	YALI0F11297g	YALI0_F11297g	35.46965	Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis	NaN	NaN	0.000103083105200459
Q6C234	YALI0F11231g	YALI0_F11231g	86.14544	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	0.00221101834775274	0.00107828781635601	0.00178542512433434
Q6C246	YALI0F10923g	YALI0_F10923g	59.12264	Pentose and glucuronate interconversions	NaN	1.00386026003686e-05	NaN
Q6C282	YALI0F10010g	YALI0_F10010g	91.09525	  // Glycerolipid metabolism // Biosynthesis of secondary metabolites // Glycerolipid metabolism // Glycerophospholipid metabolism // Steroid biosynthesis // Biosynthesis of secondary metabolites // Glycerolipid metabolism // Glycerophospholipid metabolism // Steroid biosynthesis	NaN	NaN	NaN
Q6C284	YALI0F09966g	YALI0_F09966g	56.47382	Biosynthesis of amino acids // Biosynthesis of antibiotics // Carbon metabolism // Glycine, serine and threonine metabolism	0.00011848934130071	0.000178008549727233	0.000215172669973914
Q6C296	YALI0F09625g	YALI0_F09625g	26.82193	Pantothenate and CoA biosynthesis	8.68111486341947e-05	4.98691159544745e-05	3.76262831058467e-05
Q6C297	YALI0F09603g	YALI0_F09603g	40.40564	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fatty acid degradation // Gluconeogenesis // Glycolysis // Tyrosine metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism	0.000406561809954066	0.000486978443819352	0.000326310692308716
Q6C299	YALI0F09559g	YALI0_F09559g	93.51485	Inositol phosphate metabolism	NaN	NaN	NaN
Q6C2A4	YALI0F09449g	YALI0_F09449g	26.86931	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	NaN	NaN	NaN
Q6C2A7	YALI0F09405g	YALI0_F09405g	20.25488	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	NaN	NaN	NaN
Q6C2B0	YALI0F09339g	URA6	23.79508	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism //   //   //   //   //  	NaN	NaN	NaN
Q6C2B3	YALI0F09273g	YALI0_F09273g	60.41306	Carbon metabolism // Fructose and mannose metabolism // Glycerolipid metabolism	0.00120645946692251	0.00171350171883707	0.00224728569463273
Q6C2B4	YALI0F09251g	YALI0_F09251g	35.1033	Purine metabolism	NaN	9.79679207607376e-05	NaN
Q6C2B5	YALI0F09229g	YALI0_F09229g	17.16143	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism	0.00221832833660588	0.000893751335672295	0.00180429765923726
