enzymes	shortNames	genes	MWs	subSystems	OG
W0TH21	KLMA_60113	KLMA_60113	48.96902	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	NA
W0TH29	KLMA_70278	KLMA_70278	21.56194	Vitamin B6 metabolism	NA
W0TH32	KLMA_80379	KLMA_80379	54.03305	N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis // N-Glycan biosynthesis	OG0003230
W0TH43	KLMA_80389	KLMA_80389	62.50639	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TH65	KLMA_70313	KLMA_70313	59.31055	Porphyrin and chlorophyll metabolism	OG0003444
W0TH97	KLMA_90011	KLMA_90011	30.43344	Oxidative phosphorylation	NA
W0THA2	KLMA_60198	KLMA_60198	7.88741	Oxidative phosphorylation // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0002901
W0THB9	KLMA_80142	KLMA_80142	24.40952	Other reactions // Other reactions	OG0003100
W0THE4	KLMA_60243	KLMA_60243	62.79243	Pyruvate metabolism	NA
W0THK9	KLMA_60323	KLMA_60323	75.04832	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	OG0002830
W0THL5	KLMA_70443	KLMA_70443	58.92582	Propanoate metabolism	NA
W0THM4	KLMA_70448	KLMA_70448	51.89438	Pyrimidine metabolism // Pyrimidine metabolism	OG0003530
W0THP1	KLMA_80005	KLMA_80005	50.53927	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0THQ3	KLMA_80292	KLMA_80292	58.99823	N-Glycan biosynthesis // N-Glycan biosynthesis	NA
W0THR2	KLMA_60378	KLMA_60378	72.18981	One carbon pool by folate // One carbon pool by folate	OG0002793
W0THR5	KLMA_80302	KLMA_80302	73.84046	Pentose phosphate pathway // Pentose phosphate pathway // Carbon fixation in photosynthetic organisms // Pentose phosphate pathway // Pentose phosphate pathway // Carbon fixation in photosynthetic organisms	OG0003195
W0THR7	KLMA_60383	KLMA_60383	41.2045	Fatty acid metabolism // Fatty acid metabolism	OG0002790
W0THS3	KLMA_80312	KLMA_80312	75.07072	Aminoacyl-tRNA biosynthesis	OG0003198
W0THS6	KLMA_60393	KLMA_60393	114.28493	Valine, leucine and isoleucine biosynthesis	OG0002786
W0THS8	KLMA_80045	KLMA_80045	30.59606	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	OG0003040
W0THS9	KLMA_80317	KLMA_80317	57.09734	Starch and sucrose metabolism // Starch and sucrose metabolism // Other reactions // Other reactions	NA
W0THT4	KLMA_80322	KLMA_80322	7.26875	Oxidative phosphorylation // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0003203
W0THU4	KLMA_80332	KLMA_80332	30.24731	Phenylalanine, tyrosine and tryptophan biosynthesis	OG0003206
W0THU8	KLMA_60413	KLMA_60413	62.85289	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	NA
W0THU9	KLMA_80337	KLMA_80337	9.37283	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0THV6	KLMA_60423	KLMA_60423	60.33829	Other reactions // Other reactions	OG0002767
W0THY0	KLMA_80367	KLMA_80367	70.07762	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TI04	KLMA_80130	KLMA_80130	39.98323	Lysine biosynthesis // Lysine biosynthesis	OG0003089
W0TI27	KLMA_80412	KLMA_80412	73.56061	Glycerolipid metabolism	OG0003253
W0TI35	KLMA_80165	KLMA_80165	43.72855	Histidine metabolism // Histidine metabolism	OG0003116
W0TI50	KLMA_90009	KLMA_90009	5.71095	Oxidative phosphorylation // Oxidative phosphorylation	NA
W0TI51	KLMA_80185	KLMA_80185	34.05509	Starch and sucrose metabolism	OG0003129
W0TI58	KLMA_80200	KLMA_80200	32.43764	Pantothenate and CoA biosynthesis	OG0003135
W0TIH4	KLMA_70086	KLMA_70086	64.19757	Pyrimidine metabolism // Pyrimidine metabolism	OG0003300
W0TIM9	KLMA_80375	KLMA_80375	61.96709	Aminoacyl-tRNA biosynthesis	NA
W0TIQ0	KLMA_80395	KLMA_80395	46.46884	Alanine, aspartate and glutamate metabolism // Arginine and proline metabolism // Alanine, aspartate and glutamate metabolism	NA
W0TIS0	KLMA_70191	KLMA_70191	129.28786	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0003364
W0TIS3	KLMA_80415	KLMA_80415	149.59546	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0003254
W0TIU0	KLMA_90002	KLMA_90002	28.08921	Oxidative phosphorylation	NA
W0TIU1	KLMA_70216	KLMA_70216	17.17537	Oxidative phosphorylation	OG0003385
W0TIY0	KLMA_70261	KLMA_70261	59.33541	Ascorbate and aldarate metabolism // Ascorbate and aldarate metabolism // Ascorbate and aldarate metabolism // Ascorbate and aldarate metabolism	NA
W0TIY9	KLMA_70271	KLMA_70271	30.39989	Sulfur metabolism // Sulfur metabolism	OG0003417
W0TIZ7	KLMA_70281	KLMA_70281	64.59262	Alanine, aspartate and glutamate metabolism	NA
W0TJ01	KLMA_70286	KLMA_70286	46.28092	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0003427
W0TJ83	KLMA_70371	KLMA_70371	42.02059	Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions	NA
W0TJE4	KLMA_70426	KLMA_70426	101.55157	Fatty acid metabolism // Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Limonene and pinene degradation // Limonene and pinene degradation // Geraniol degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Caprolactam degradation // Other reactions // Other reactions // Fatty acid metabolism // Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Limonene and pinene degradation // Limonene and pinene degradation // Geraniol degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Caprolactam degradation // Other reactions // Other reactions	OG0003515
W0TJK0	KLMA_70456	KLMA_70456	84.39286	Other reactions // Other reactions	NA
W0TJL8	KLMA_80018	KLMA_80018	105.33522	Inositol phosphate metabolism // Inositol phosphate metabolism	OG0003023
W0TJM6	KLMA_80028	KLMA_80028	52.29427	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	OG0003029
W0TJU3	KLMA_80113	KLMA_80113	41.3389	Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis	OG0003076
W0TJY0	KLMA_80153	KLMA_80153	66.81097	Fructose and mannose metabolism	NA
W0TK04	KLMA_80178	KLMA_80178	123.44794	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Alanine, aspartate and glutamate metabolism // Other reactions // Other reactions // Pyrimidine metabolism // Other reactions // Other reactions	OG0003125
W0TK32	KLMA_80208	KLMA_80208	20.75444	Purine metabolism	OG0003141
W0TK60	KLMA_80238	KLMA_80238	32.35182	Porphyrin and chlorophyll metabolism // Porphyrin and chlorophyll metabolism	OG0003159
W0TK97	KLMA_80273	KLMA_80273	62.57191	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TKF9	KLMA_80348	KLMA_80348	86.39538	Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism	OG0003217
W0TKL8	KLMA_80408	KLMA_80408	29.24587	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	OG0003251
W0TKQ2	KLMA_90010	KLMA_90010	28.43374	Oxidative phosphorylation	NA
