enzymes	shortNames	genes	MWs	subSystems	OG
Q6C0N2	YALI0_F23243g	YALI0F23243g	49.63932	Purine metabolism // Purine metabolism	OG0000939
Q6C0N3	YALI0_F23221g	YALI0F23221g	55.72615	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism // Vitamin B6 metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism // Vitamin B6 metabolism	OG0001813
Q6C0P5	YALI0_F22825g	YALI0F22825g	43.95837	 	OG0002914
Q6C0P7	YALI0_F22781g	YALI0F22781g	37.68459	Pyrimidine metabolism // Pyrimidine metabolism	OG0000689
Q6C0Q5	YALI0_F22605g	YALI0F22605g	15.41213	Purine metabolism	NA
Q6C0Q9	YALI0_F22517g	YALI0F22517g	16.20127	Arginine and proline metabolism // Pyrimidine metabolism	OG0003208
Q6C0W4	YALI0_F21197g	YALI0F21197g	84.05806	Peroxisome	OG0000945
Q6C0X8	YALI0_F20900g	YALI0F20900g	39.65529	Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis	OG0001850
Q6C0Y3	YALI0_F20790g	YALI0F20790g	37.52472	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	OG0001195
Q6C0Y7	YALI0_F20702g	YALI0F20702g	43.55816	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	OG0001123
Q6C0Z3	MCD4	YALI0F20570g	104.11287	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	NA
Q6C0Z6	CCP1	YALI0F20504g	37.64571	Sulfur metabolism	NA
Q6C104	YALI0_F20328g	YALI0F20328g	25.49165	Glycerophospholipid metabolism	OG0002573
Q6C105	YALI0_F20306g	YALI0F20306g	24.0022	Oxidative phosphorylation	OG0000618
Q6C109	YALI0_F20218g	YALI0F20218g	117.96301	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	OG0002570
Q6C138	YALI0_F19514g	YALI0F19514g	59.11013	 	OG0002079
Q6C140	YALI0_F19470g	YALI0F19470g	43.60732	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	OG0002078
Q6C141	DUT1	YALI0F19448g	16.85676	Pyrimidine metabolism	NA
Q6C158	YALI0_F19052g	YALI0F19052g	30.84244	Biosynthesis of secondary metabolites // Glycerophospholipid metabolism	OG0001216
Q6C177	YALI0_F18590g	YALI0F18590g	36.20259	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions // Glycerolipid metabolism	NA
Q6C181	YALI0_F18502g	YALI0F18502g	78.77435	Starch and sucrose metabolism // Starch and sucrose metabolism	NA
Q6C1A9	YALI0_F17820g	YALI0F17820g	49.90492	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Nitrogen metabolism	NA
Q6C1B7	YALI0_F17644g	YALI0F17644g	49.00749	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0000584
Q6C1E0	DPH5	YALI0F17138g	33.65587	 	NA
Q6C1F3	ENO	YALI0F16819g	47.30567	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // RNA degradation // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // RNA degradation	NA
Q6C1F6	YALI0_F16709g	YALI0F16709g	61.76662	Folate biosynthesis // Thiamine metabolism	OG0003483
Q6C1H2	YALI0_F16291g	YALI0F16291g	66.82408	Aminoacyl-tRNA biosynthesis	OG0002044
Q6C1H5	YALI0_F16181g	YALI0F16181g	39.62227	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	OG0002217
Q6C1I4	YALI0_F15983g	YALI0F15983g	40.17154	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NA
Q6C1K0	YALI0_F15631g	YALI0F15631g	25.43848	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	OG0002382
Q6C1K2	YALI0_F15587g	YALI0F15587g	35.71854	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway	OG0001903
Q6C1K9	YALI0_F15345g	YALI0F15345g	60.54606	Autophagy - yeast // Sphingolipid metabolism	OG0000712
Q6C1R8	YALI0_F14025g	YALI0F14025g	115.06355	Autophagy - yeast // Phosphatidylinositol signaling system // Autophagy - yeast // Phosphatidylinositol signaling system // Autophagy - yeast // Phosphatidylinositol signaling system // Autophagy - yeast // Phosphatidylinositol signaling system	OG0002461
Q6C1S2	YALI0_F13937g	YALI0F13937g	40.52585	Carbon metabolism // Glyoxylate and dicarboxylate metabolism	NA
Q6C1T4	IPP1	YALI0F13541g	32.13989	Oxidative phosphorylation // Oxidative phosphorylation	NA
Q6C1T8	YALI0_F13453g	YALI0F13453g	38.19164	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism	OG0001079
Q6C1X0	YALI0_F12749g	YALI0F12749g	42.13205	  //   //   //   //   //  	OG0000723
Q6C1X5	ARO1	YALI0F12639g	167.46359	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	NA
Q6C1Z1	YALI0_F12199g	YALI0F12199g	68.45598	Riboflavin metabolism	OG0002855
Q6C203	YALI0_F11935g	YALI0F11935g	24.09929	Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism // Biosynthesis of secondary metabolites // Biosynthesis of unsaturated fatty acids // Fatty acid elongation // Fatty acid metabolism	OG0001604
Q6C211	YALI0_F11759g	YALI0F11759g	49.02673	Cysteine and methionine metabolism	OG0001941
Q6C216	GPI18	YALI0F11649g	40.72232	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	NA
Q6C219	YALI0_F11583g	YALI0F11583g	35.29032	Longevity regulating pathway - multiple species // Nicotinate and nicotinamide metabolism	NA
Q6C231	YALI0_F11297g	YALI0F11297g	35.46965	Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis // Biosynthesis of antibiotics // Steroid biosynthesis	OG0002483
Q6C234	YALI0_F11231g	YALI0F11231g	86.14544	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	OG0002732
Q6C246	YALI0_F10923g	YALI0F10923g	59.12264	Pentose and glucuronate interconversions	OG0003047
Q6C282	YALI0_F10010g	YALI0F10010g	91.09525	  // Glycerolipid metabolism // Biosynthesis of secondary metabolites // Glycerolipid metabolism // Glycerophospholipid metabolism // Steroid biosynthesis // Biosynthesis of secondary metabolites // Glycerolipid metabolism // Glycerophospholipid metabolism // Steroid biosynthesis	NA
Q6C284	YALI0_F09966g	YALI0F09966g	56.47382	Biosynthesis of amino acids // Biosynthesis of antibiotics // Carbon metabolism // Glycine, serine and threonine metabolism	NA
Q6C296	YALI0_F09625g	YALI0F09625g	26.82193	Pantothenate and CoA biosynthesis	OG0002657
Q6C297	YALI0_F09603g	YALI0F09603g	40.40564	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fatty acid degradation // Gluconeogenesis // Glycolysis // Tyrosine metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism	OG0002502
Q6C299	YALI0_F09559g	YALI0F09559g	93.51485	Inositol phosphate metabolism	OG0002656
Q6C2A4	YALI0_F09449g	YALI0F09449g	26.86931	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	OG0000871
Q6C2A7	YALI0_F09405g	YALI0F09405g	20.25488	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	OG0001078
Q6C2B0	URA6	YALI0F09339g	23.79508	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism //   //   //   //   //  	OG0002176
Q6C2B3	YALI0_F09273g	YALI0F09273g	60.41306	Carbon metabolism // Fructose and mannose metabolism // Glycerolipid metabolism	NA
Q6C2B4	YALI0_F09251g	YALI0F09251g	35.1033	Purine metabolism	NA
Q6C2B5	YALI0_F09229g	YALI0F09229g	17.16143	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Pyrimidine metabolism	OG0000674
Q6C2C1	YALI0_F09097g	YALI0F09097g	37.96463	MAPK signaling pathway - yeast // Pentose and glucuronate interconversions // Propanoate metabolism // Pyruvate metabolism	NA
Q6C2D8	YALI0_F08723g	YALI0F08723g	40.0356	Starch and sucrose metabolism	NA
Q6C2D9	ERG6	YALI0F08701g	42.70245	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	NA
Q6C2E3	QCR2	YALI0F08613g	44.22953	Oxidative phosphorylation // Sulfur metabolism	NA
Q6C2F2	YALI0_F08415g	YALI0F08415g	61.0208	Alanine, aspartate and glutamate metabolism // Biosynthesis of secondary metabolites // Butanoate metabolism // Taurine and hypotaurine metabolism // beta-Alanine metabolism // beta-Alanine metabolism	OG0001858
Q6C2F8	YALI0_F08283g	YALI0F08283g	46.57029	Nicotinate and nicotinamide metabolism // Peroxisome	NA
Q6C2F9	YALI0_F08217g	YALI0F08217g	34.81326	Glycerophospholipid metabolism	OG0002276
Q6C2G0	YALI0_F08195g	YALI0F08195g	28.2227	 	NA
Q6C2H6	YALI0_F07821g	YALI0F07821g	19.93547	Pentose phosphate pathway	OG0002791
Q6C2I1	YALI0_F07711g	YALI0F07711g	61.94213	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Starch and sucrose metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Starch and sucrose metabolism	OG0000619
Q6C2L0	YALI0_F06974g	YALI0F06974g	36.38679	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NA
Q6C2L5	YALI0_F06820g	YALI0F06820g	40.45362	Aminoacyl-tRNA biosynthesis // One carbon pool by folate	OG0001056
Q6C2M0	YALI0_F06710g	YALI0F06710g	22.6683	Purine metabolism	OG0000585
Q6C2M6	YALI0_F06578g	YALI0F06578g	63.96855	Steroid biosynthesis // Steroid biosynthesis // Steroid biosynthesis // Steroid biosynthesis	NA
Q6C2N1	YALI0_F06468g	YALI0F06468g	41.69596	Biosynthesis of amino acids // Biosynthesis of antibiotics // Carbon metabolism // Glycine, serine and threonine metabolism // Vitamin B6 metabolism	OG0000920
Q6C2N3	YALI0_F06424g	YALI0F06424g	49.94188	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	NA
